age,semester,favorite_subject,programming_skill,career_interest,skills_text,target_career,career_demand,technical_score,communication_score,problem_solving_score,creativity_score,leadership_score
19,Diploma,Engineering,Intermediate,Cloud Engineer,"Networking, Azure, Docker, System Architecture, CI/CD",Cloud Engineer,High Demand,98,70,80,60,72
23,8th Semester,Law,Intermediate,Lawyer,"Critical Thinking, Public Speaking, Legal Research, Problem Solving, Courtroom Advocacy",Lawyer,Stable,86,98,92,76,90
27,7th Semester,Business Studies,Intermediate,Investment Banker,"Business Strategy, Data Analytics, Requirements Gathering",Business Analyst,High Demand,83,89,81,67,80
20,8th Semester,Animation,None,Graphic Designer,"Visual Identity, Photoshop, Layout Design, Adaptability, Creativity, Color Theory",Graphic Designer,Trending,70,78,80,86,56
17,12th,Medical Science,None,Doctor,"Problem Solving, Anatomy, Critical Thinking, Clinical Diagnosis",Doctor,High Demand,86,92,89,57,83
27,Graduate,Design,None,UI/UX Designer,"Time Management, Design Systems, User Research, Wireframing, Visual Hierarchy, Figma, Interaction Design",UI/UX Designer,High Demand,74,88,81,96,70
20,5th Semester,Engineering,Intermediate,Cloud Engineer,"Linux, Networking, Critical Thinking, Communication, Azure, System Architecture, Docker",Cloud Engineer,High Demand,94,72,87,69,63
22,8th Semester,Mathematics,Expert,Data Scientist,"Scikit-Learn, SQL, Statistics, Creativity, Analytical Thinking",Data Scientist,High Demand,99,78,99,72,64
19,4th Semester,Economics,None,Digital Marketer,"Content Strategy, PPC Advertising, Email Campaigns, Google Analytics",Digital Marketer,High Demand,73,85,79,92,74
17,10th,Computer Science,Beginner,Entrepreneur,"Usability Testing, Visual Hierarchy, Figma",UI/UX Designer,High Demand,84,89,78,93,66
19,6th Semester,Education,Beginner,Journalist,"Video Journalism, Investigative Reporting, Fact Checking",Journalist,Stable,67,96,92,93,67
23,Postgraduate,Mathematics,Intermediate,Research Scientist,"Python, Time Management, Critical Analysis, Scientific Research",Research Scientist,Stable,99,70,98,74,61
27,7th Semester,Engineering,Intermediate,DevOps Engineer,"Jenkins, Monitoring, Docker",DevOps Engineer,High Demand,99,73,84,58,73
25,7th Semester,Law,None,IAS Officer,"Leadership, Crisis Management, Governance",IAS Officer,Stable,78,99,92,68,90
22,8th Semester,Engineering,None,Teacher,"High Focus, Communication, Aircraft Systems, Teamwork, Radio Communication",Pilot,Trending,74,70,84,49,99
24,8th Semester,Data Science,Advanced,AI Engineer,"Neural Networks, Linear Algebra, NLP, Adaptability, Calculus, Deep Learning",AI Engineer,High Demand,99,67,92,77,73
20,6th Semester,Mathematics,Intermediate,Electrical Engineer,"Signal Processing, Circuit Design, MATLAB, Teamwork, Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,86,70,87,77,58
27,Postgraduate,Education,None,IAS Officer,"Governance, Leadership, Policy Formulation, Public Administration, Public Communication",IAS Officer,Stable,66,90,88,68,92
23,8th Semester,Design,None,Graphic Designer,"Visual Identity, Photoshop, Communication, Layout Design, Problem Solving, Typography, Creativity, Color Theory",Graphic Designer,Trending,66,67,75,99,68
23,Graduate,Physics,Intermediate,Astrophysicist,"Python, Cosmology, Astrophysics, Calculus, Teamwork, Problem Solving, Data Modeling",Astrophysicist,Emerging,96,74,97,80,65
19,5th Semester,Biology,None,Dentist,"Dental Anatomy, Manual Dexterity, Oral Surgery, Diagnostics",Dentist,Stable,82,93,88,78,80
23,Postgraduate,Mathematics,Intermediate,Teacher,"Student Evaluation, Time Management, Patience, Communication",Teacher,Stable,82,89,84,76,82
17,1st Semester,Economics,Advanced,Business Analyst,"Tableau, Stakeholder Management, Agile/Scrum, Requirements Gathering",Business Analyst,High Demand,86,94,87,65,79
24,Graduate,Law,None,Journalist,"Storytelling, Fact Checking, Investigative Reporting, Video Journalism, Media Ethics, Interviewing",Journalist,Stable,67,99,77,85,72
18,12th,Engineering,Beginner,Mechanical Engineer,"Signal Processing, Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,84,63,96,76,68
22,2nd Semester,Mathematics,Beginner,Research Scientist,"Academic Writing, Communication, Data Analysis, Statistics, Creativity, Scientific Research",Research Scientist,Stable,95,75,97,69,68
22,2nd Semester,Engineering,Advanced,Cloud Engineer,"Networking, Azure, CI/CD",Cloud Engineer,High Demand,99,69,90,64,72
24,8th Semester,Economics,Advanced,IAS Officer,"Creativity, Leadership, Decision Making, Governance",IAS Officer,Stable,94,99,87,71,99
23,Graduate,Engineering,Intermediate,Robotics Engineer,"Sensors & Actuators, Computer Vision, ROS, Teamwork, Mechatronics, C++, Kinematics",Robotics Engineer,High Demand,99,67,89,77,74
23,Postgraduate,Commerce,Intermediate,Digital Marketer,"Copywriting, Adaptability, Email Campaigns, SEO, Problem Solving",Digital Marketer,High Demand,82,88,77,78,69
23,7th Semester,Chemistry,Beginner,Chef,"Sensory Evaluation, Communication, Time Management, Culinary Techniques, Adaptability, Food Safety, Menu Engineering, Creativity",Chef,Trending,73,78,83,85,78
28,7th Semester,Medical Science,None,Doctor,"Critical Thinking, Medical Ethics, Physiology, Patient Care, Problem Solving, Anatomy",Doctor,High Demand,89,91,88,54,87
25,8th Semester,Hospitality,Beginner,Chef,"Sensory Evaluation, Time Management, Culinary Techniques, Teamwork, Creativity",Chef,Trending,83,73,84,91,74
26,7th Semester,Chemistry,Advanced,Teacher,"Creativity, Hygiene Standards, Manual Dexterity, Oral Surgery, Dental Anatomy, Problem Solving, Diagnostics, Empathy",Dentist,Stable,99,79,78,74,80
26,7th Semester,Design,Expert,Mobile App Developer,"Git, Communication, React Native, Kotlin, Creativity, UI/UX",Mobile App Developer,Trending,93,69,81,79,60
28,Postgraduate,Economics,Beginner,Financial Analyst,"Ratio Analysis, Excel, Python for Finance",Financial Analyst,Trending,90,76,84,73,65
23,Graduate,Computer Science,Intermediate,AI Engineer,"Neural Networks, TensorFlow, Calculus, Teamwork, PyTorch",AI Engineer,High Demand,97,65,95,86,69
20,3rd Semester,Biology,None,Dentist,"Dental Anatomy, Hygiene Standards, Manual Dexterity, Diagnostics",Dentist,Stable,74,89,86,65,68
28,8th Semester,Commerce,Intermediate,Financial Analyst,"Financial Statement Analysis, Critical Thinking, Communication, Python for Finance, PowerBI",Financial Analyst,Trending,88,70,84,63,64
24,7th Semester,Design,None,Product Designer,"User Empathy, Iterative Design, Customer Research, Product Strategy, Industrial Design, Prototyping",Product Designer,High Demand,74,81,86,97,87
24,Postgraduate,Psychology,None,Psychologist,"Active Listening, Critical Thinking, Time Management, Research Methods, Ethics, Counseling, Cognitive Behavioral Therapy",Psychologist,High Demand,63,93,88,75,80
24,8th Semester,Biology,None,Biomedical Engineer,"Communication, Adaptability, Medical Devices, Biology, Biomechanics, Prosthetics",Biomedical Engineer,Trending,80,73,91,77,70
18,10th,Mathematics,None,Mechanical Engineer,"Financial Statement Analysis, PowerBI, Excel",Financial Analyst,Trending,71,87,89,62,66
19,3rd Semester,Engineering,Beginner,Civil Engineer,"Site Inspection, Project Planning, Surveying, Construction Management, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,82,70,91,60,86
19,3rd Semester,Economics,Expert,Data Scientist,"Pandas, Data Visualization, Scikit-Learn, SQL, Creativity, Analytical Thinking",Data Scientist,High Demand,99,63,91,70,64
28,8th Semester,Mathematics,Beginner,Full-Stack Developer,"High Focus, Aircraft Systems, Communication, Meteorology, Teamwork, Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,86,79,95,50,72
27,8th Semester,Design,None,Product Designer,"User Empathy, Prototyping, Critical Thinking, Time Management, Customer Research, Product Strategy, Industrial Design, Iterative Design",Product Designer,High Demand,74,84,87,92,81
19,7th Semester,Artificial Intelligence,Intermediate,Robotics Engineer,"Adaptability, Kinematics, Control Systems, ROS",Robotics Engineer,High Demand,98,71,88,79,58
25,Postgraduate,Mathematics,Intermediate,Astrophysicist,"Cosmology, Adaptability, Calculus, Problem Solving, Numerical Simulation, Astrophysics",Astrophysicist,Emerging,94,65,98,75,60
25,Postgraduate,Engineering,Intermediate,Cybersecurity Analyst,"Wireshark, Firewalls, Python, Incident Response",Cybersecurity Analyst,High Demand,94,56,89,51,57
21,7th Semester,Finance,Advanced,Chartered Accountant,"Financial Analysis, Auditing, Taxation, Financial Reporting",Chartered Accountant,Stable,96,82,90,50,66
19,2nd Semester,Commerce,Beginner,Investment Banker,"Financial Modeling, Valuation, Capital Markets, M&A Analysis",Investment Banker,High Demand,93,78,84,61,91
22,6th Semester,Physics,Advanced,Robotics Engineer,"Sensors & Actuators, Computer Vision, Mechatronics, C++, Kinematics, Control Systems",Robotics Engineer,High Demand,99,67,92,75,68
19,5th Semester,Mathematics,Beginner,Software Developer,"Python, Communication, Data Structures, REST APIs, Debugging, Java, Problem Solving",Software Developer,High Demand,87,57,86,74,49
22,8th Semester,Business Studies,Beginner,Product Manager,"Roadmap Planning, Metrics & KPIs, Product Vision, User Research, Cross-Functional Coordination, Problem Solving, Market Strategy",Product Manager,Trending,77,94,91,85,94
28,7th Semester,Education,None,Teacher,"Lesson Planning, Communication, Patience, Child Psychology, Student Evaluation",Teacher,Stable,67,92,83,86,75
22,5th Semester,Psychology,None,Psychologist,"Active Listening, Research Methods, Ethics, Counseling, Cognitive Behavioral Therapy, Empathy",Psychologist,High Demand,71,85,89,73,77
25,Postgraduate,Economics,Intermediate,Financial Analyst,"Financial Statement Analysis, PowerBI, Excel, Market Research",Financial Analyst,Trending,88,75,96,68,62
25,7th Semester,Physics,Advanced,Teacher,"Patience, Child Psychology, Empathy, Classroom Management",Teacher,Stable,87,99,88,78,89
23,7th Semester,Economics,Advanced,Data Scientist,"Pandas, Statistics, R",Data Scientist,High Demand,99,74,91,73,63
21,3rd Semester,Physics,Advanced,Aerospace Engineer,"Aerodynamics, MATLAB, Flight Simulation, Structural Analysis",Aerospace Engineer,Emerging,99,76,86,77,74
22,8th Semester,Engineering,Beginner,Cybersecurity Analyst,"Penetration Testing, Firewalls, Network Security, Ethical Hacking, Cryptography",Cybersecurity Analyst,High Demand,84,55,86,63,59
17,12th,Business Studies,Intermediate,Business Analyst,"Stakeholder Management, SQL, Requirements Gathering",Business Analyst,High Demand,89,97,80,64,76
24,7th Semester,Engineering,Advanced,Electrical Engineer,"Circuit Design, Time Management, MATLAB, PCB Design, Teamwork, Embedded Systems, Microcontrollers",Electrical Engineer,High Demand,94,65,89,67,68
21,2nd Semester,Design,Beginner,Graphic Designer,"Photoshop, Critical Thinking, Adaptability, Illustrator, Creativity",Graphic Designer,Trending,72,77,74,99,52
28,8th Semester,Design,Beginner,UI/UX Designer,"Design Systems, Figma, Visual Hierarchy, Prototyping, Interaction Design",UI/UX Designer,High Demand,81,75,70,90,67
25,Graduate,Computer Science,Intermediate,Cloud Engineer,"Python, Linux, System Architecture, Kubernetes, CI/CD",Cloud Engineer,High Demand,92,60,81,69,59
25,Graduate,Computer Science,Advanced,DevOps Engineer,"Jenkins, GitLab CI, Linux Bash, Infrastructure as Code, Problem Solving",DevOps Engineer,High Demand,99,63,90,60,65
17,12th,Economics,None,Digital Marketer,"Content Strategy, Social Media Marketing, SEM, Copywriting, Critical Thinking, Time Management, SEO, Google Analytics",Digital Marketer,High Demand,83,99,75,85,74
23,7th Semester,Physics,Beginner,Pilot,"Creativity, Circuit Design, MATLAB, Problem Solving, Embedded Systems, Power Systems",Electrical Engineer,High Demand,87,66,91,66,63
26,8th Semester,Commerce,None,Financial Analyst,"Financial Statement Analysis, Excel, Python for Finance, Market Research, PowerBI",Financial Analyst,Trending,79,84,88,69,64
27,Postgraduate,Economics,Advanced,Pilot,"Tableau, Pandas, Creativity, SQL",Data Scientist,High Demand,97,76,87,68,74
28,8th Semester,Psychology,None,Psychologist,"Communication, Active Listening, Research Methods, Ethics",Psychologist,High Demand,63,88,86,77,90
25,8th Semester,Physics,Advanced,Research Scientist,"Hypothesis Testing, Statistics, Scientific Research, Data Analysis",Research Scientist,Stable,92,69,89,70,62
19,5th Semester,Animation,Advanced,Graphic Designer,"Branding, Photoshop, Layout Design, Illustrator, Creativity",Graphic Designer,Trending,80,73,68,96,63
25,Graduate,Economics,None,Professor,"PowerBI, Forecasting, Excel, Python for Finance",Financial Analyst,Trending,83,85,91,56,73
25,Graduate,Commerce,Beginner,Chartered Accountant,"Excel Mastery, Taxation, Financial Reporting, Attention to Detail, Financial Analysis, Financial Accounting",Chartered Accountant,Stable,90,75,85,50,64
28,7th Semester,Engineering,Intermediate,Full-Stack Developer,"React, Communication, MongoDB, Adaptability, REST APIs, Express",Full-Stack Developer,High Demand,92,75,83,82,60
26,7th Semester,Finance,None,Chartered Accountant,"Excel Mastery, Taxation, Financial Analysis, Attention to Detail, Creativity, Auditing",Chartered Accountant,Stable,82,75,88,49,68
18,10th,Education,None,Professor,"Research Methodology, Mentorship, Academic Lecturing, Public Speaking, Pedagogy",Professor,Stable,85,86,89,76,84
24,8th Semester,Engineering,None,Civil Engineer,"AutoCAD, Adaptability, Site Inspection, Surveying, Construction Management, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,77,71,87,61,69
22,8th Semester,Computer Science,Advanced,Cloud Engineer,"Python, Networking, Linux, Time Management, AWS, Terraform, Problem Solving, Kubernetes",Cloud Engineer,High Demand,99,65,88,66,62
28,8th Semester,Psychology,Beginner,Lawyer,"Negotiation, Critical Thinking, Public Speaking, Constitutional Law, Teamwork, Courtroom Advocacy, Argumentation",Lawyer,Stable,74,99,94,66,92
19,4th Semester,Hospitality,Intermediate,Chef,"Time Management, Culinary Techniques, Menu Engineering, Creativity, Problem Solving",Chef,Trending,81,73,78,91,74
19,7th Semester,Computer Science,Intermediate,Full-Stack Developer,"Git, SQL, REST APIs, Problem Solving, Express",Full-Stack Developer,High Demand,90,70,86,80,63
23,Postgraduate,Mathematics,Advanced,Data Scientist,"Python, Communication, Tableau, Machine Learning, Statistics, R, Analytical Thinking",Data Scientist,High Demand,99,74,92,66,74
20,4th Semester,Economics,Intermediate,Product Manager,"Roadmap Planning, Time Management, Metrics & KPIs, Product Vision, Cross-Functional Coordination, Market Strategy",Product Manager,Trending,90,91,94,80,90
24,Graduate,Chemistry,None,Pharmacist,"Patient Counseling, Attention to Detail, Pharmacology, Organic Chemistry, Problem Solving, Quality Control",Pharmacist,Stable,81,66,79,63,64
18,12th,Mathematics,Beginner,Pilot,"Aircraft Systems, Spatial Awareness, Adaptability, Meteorology, Emergency Procedures, Flight Navigation",Pilot,Trending,82,73,88,46,84
18,10th,Mathematics,Intermediate,Data Scientist,"Avionics, Flight Simulation, CAD Modeling",Aerospace Engineer,Emerging,99,60,90,82,66
27,Postgraduate,Computer Science,Intermediate,Full-Stack Developer,"Communication, SQL, REST APIs, Problem Solving, Express",Full-Stack Developer,High Demand,88,71,82,78,63
17,12th,Chemistry,None,Dentist,"Hygiene Standards, Time Management, Manual Dexterity, Dental Anatomy, Creativity, Empathy",Dentist,Stable,87,89,84,68,66
22,7th Semester,Mathematics,Advanced,Pilot,"Ratio Analysis, Forecasting, Excel, Market Research",Financial Analyst,Trending,97,81,94,61,71
24,Postgraduate,Finance,None,Chartered Accountant,"Financial Reporting, Adaptability, Teamwork, Financial Accounting, Auditing",Chartered Accountant,Stable,85,68,80,50,73
20,5th Semester,Animation,None,Animator,"Motion Graphics, Character Animation, Communication, Texturing, Adaptability, 3D Modeling, Maya",Animator,Emerging,80,63,74,99,58
22,3rd Semester,Economics,None,Investment Banker,"Pitch Decks, Critical Thinking, Excel, Valuation, Market Research, Financial Modeling, Creativity, M&A Analysis",Investment Banker,High Demand,81,85,92,59,77
23,8th Semester,Engineering,Expert,Business Analyst,"Linux, Penetration Testing, Firewalls, Network Security, Ethical Hacking, Teamwork, Cryptography",Cybersecurity Analyst,High Demand,99,64,89,73,58
23,8th Semester,Hospitality,None,Chef,"Time Management, Creativity, Food Safety, Culinary Techniques",Chef,Trending,71,70,78,84,75
18,1st Semester,Artificial Intelligence,Beginner,Robotics Engineer,"Python, Computer Vision, ROS, Problem Solving, Control Systems",Robotics Engineer,High Demand,89,65,93,93,66
23,8th Semester,Design,Advanced,Product Designer,"Product Strategy, Iterative Design, Prototyping, Customer Research",Product Designer,High Demand,89,76,87,83,82
26,Graduate,Chemistry,None,Professor,"Manual Dexterity, Oral Surgery, Patient Communication, Dental Anatomy, Diagnostics, Empathy",Dentist,Stable,87,72,77,64,69
22,2nd Semester,Economics,None,Teacher,"Critical Thinking, Decision Making, General Studies, Policy Formulation, Public Administration, Public Communication, Problem Solving",IAS Officer,Stable,83,91,88,61,91
23,8th Semester,Business Studies,Beginner,Product Manager,"Roadmap Planning, Agile, Metrics & KPIs, Leadership, User Research, Problem Solving, Market Strategy",Product Manager,Trending,71,90,88,83,92
25,Postgraduate,Psychology,None,UI/UX Designer,"Critical Thinking, Design Thinking, Usability Testing, Design Systems, User Research, Creativity, Figma, Interaction Design",UI/UX Designer,High Demand,72,77,79,96,67
23,Postgraduate,Physics,Beginner,Astrophysicist,"Python, Astrophysics, Time Management, Teamwork, Data Modeling",Astrophysicist,Emerging,89,65,96,70,61
17,1st Semester,Law,None,IAS Officer,"Critical Thinking, Decision Making, General Studies, Policy Formulation, Public Communication",IAS Officer,Stable,73,99,93,84,99
24,8th Semester,Data Science,Intermediate,AI Engineer,"Python, Neural Networks, Linear Algebra, NLP, Adaptability, TensorFlow, Calculus, Teamwork",AI Engineer,High Demand,98,75,87,84,64
26,Postgraduate,Business Studies,Intermediate,Product Manager,"Cross-Functional Coordination, Agile, Product Vision, Metrics & KPIs",Product Manager,Trending,85,92,92,81,88
26,Graduate,Chemistry,None,Teacher,"Communication, Adaptability, Child Psychology, Classroom Management, Empathy",Teacher,Stable,68,95,74,75,78
28,Postgraduate,Economics,None,IAS Officer,"Decision Making, Governance, General Studies, Crisis Management, Time Management, Policy Formulation, Public Administration",IAS Officer,Stable,81,99,85,71,87
24,7th Semester,Commerce,None,Chartered Accountant,"Attention to Detail, Time Management, Financial Accounting, Creativity, Auditing",Chartered Accountant,Stable,83,77,91,57,77
26,7th Semester,Hospitality,None,Chef,"Sensory Evaluation, Time Management, Culinary Techniques, Kitchen Leadership, Menu Engineering",Chef,Trending,80,82,78,94,87
20,2nd Semester,Psychology,Beginner,Psychologist,"Active Listening, Ethics, Counseling, Cognitive Behavioral Therapy, Empathy",Psychologist,High Demand,74,92,81,66,75
19,7th Semester,Biology,Advanced,Pharmacist,"Attention to Detail, Dosage Calculation, Time Management, Drug Interactions, Pharmacology, Organic Chemistry, Creativity",Pharmacist,Stable,93,67,80,61,72
23,7th Semester,Finance,Beginner,Chartered Accountant,"Excel Mastery, Taxation, Financial Reporting, Financial Analysis, Corporate Law, Auditing",Chartered Accountant,Stable,92,74,83,59,74
27,Postgraduate,Design,Beginner,Animator,"Motion Graphics, Character Animation, Texturing, Adaptability, Maya, Blender, After Effects",Animator,Emerging,79,74,76,90,70
25,Postgraduate,Mathematics,Intermediate,Research Scientist,"Hypothesis Testing, Python, Laboratory Techniques, Critical Analysis, Statistics, Scientific Research",Research Scientist,Stable,85,64,97,75,73
23,7th Semester,Mathematics,None,Pilot,"Aircraft Systems, Communication, Spatial Awareness, Meteorology, Problem Solving, Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,87,92,87,60,79
19,4th Semester,Commerce,Intermediate,Financial Analyst,"Financial Statement Analysis, Ratio Analysis, Communication, Python for Finance",Financial Analyst,Trending,89,80,87,56,55
18,10th,Computer Science,None,Entrepreneur,"Leadership, Growth Strategy, Pitching & Fundraising, Resilience",Entrepreneur,Emerging,78,93,92,91,86
21,3rd Semester,Engineering,None,Civil Engineer,"Critical Thinking, Site Inspection, Surveying, Construction Management, Problem Solving",Civil Engineer,Stable,81,76,81,65,73
28,Graduate,Mathematics,None,Software Developer,"Git, C++, Object-Oriented Programming, REST APIs",Software Developer,High Demand,79,57,91,74,54
22,7th Semester,Education,None,Journalist,"Storytelling, Communication, News Writing, Video Journalism, Investigative Reporting, Media Ethics, Interviewing",Journalist,Stable,63,94,81,88,90
17,1st Semester,Physics,Advanced,Civil Engineer,"Creativity, AutoCAD, Time Management, Site Inspection, Surveying, Construction Management, Geotechnical Engineering",Civil Engineer,Stable,92,67,87,62,85
18,10th,Engineering,Beginner,Civil Engineer,"Surveying, Site Inspection, AutoCAD",Civil Engineer,Stable,87,72,81,60,66
25,Postgraduate,Economics,None,Entrepreneur,"Critical Thinking, Decision Making, General Studies, Crisis Management, Adaptability, Leadership, Public Administration",IAS Officer,Stable,70,91,94,71,99
24,Postgraduate,Commerce,Beginner,Digital Marketer,"Content Strategy, Copywriting, Communication, PPC Advertising, Email Campaigns, SEO, Problem Solving, Google Analytics",Digital Marketer,High Demand,81,93,80,85,77
22,5th Semester,Computer Science,Advanced,Cloud Engineer,"System Architecture, Terraform, Linux, CI/CD",Cloud Engineer,High Demand,90,64,84,67,68
19,7th Semester,Education,Beginner,Teacher,"Lesson Planning, Communication, Time Management, Patience, Child Psychology, Student Evaluation, Creativity, Classroom Management",Teacher,Stable,84,97,84,80,77
18,10th,Economics,None,Financial Analyst,"Financial Statement Analysis, Ratio Analysis, Forecasting, Critical Thinking, Python for Finance, Market Research, Creativity, PowerBI",Financial Analyst,Trending,75,83,92,65,69
21,8th Semester,Mathematics,Beginner,Research Scientist,"Hypothesis Testing, Critical Thinking, Communication, Laboratory Techniques, Data Analysis, Statistics",Research Scientist,Stable,97,74,87,81,65
22,2nd Semester,Business Studies,Intermediate,AI Engineer,"Roadmap Planning, Time Management, Metrics & KPIs, Product Vision, Cross-Functional Coordination",Product Manager,Trending,84,89,87,80,86
28,Postgraduate,Finance,None,Chartered Accountant,"Taxation, Financial Reporting, Communication, Attention to Detail, Financial Analysis, Corporate Law, Financial Accounting",Chartered Accountant,Stable,87,81,92,62,76
20,2nd Semester,Engineering,Beginner,Mechanical Engineer,"Creativity, Critical Thinking, AutoCAD, Robotics, Problem Solving",Mechanical Engineer,Stable,85,65,84,81,65
20,6th Semester,Data Science,Intermediate,Data Scientist,"Python, Pandas, Problem Solving, Analytical Thinking",Data Scientist,High Demand,87,69,89,64,72
20,3rd Semester,Commerce,Beginner,Digital Marketer,"Creativity, Copywriting, PPC Advertising, SEO, Problem Solving, Google Analytics",Digital Marketer,High Demand,80,87,84,95,68
28,8th Semester,Physics,Intermediate,Astrophysicist,"Astronomical Observation, Astrophysics, Communication, Calculus, Data Modeling",Astrophysicist,Emerging,99,72,91,67,66
19,7th Semester,Physics,Beginner,Aerospace Engineer,"Aerodynamics, Adaptability, CAD Modeling, Flight Simulation, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,94,65,95,77,78
28,Graduate,Computer Science,Intermediate,Cloud Engineer,"Critical Thinking, Communication, NLP, Deep Learning, Machine Learning",AI Engineer,High Demand,99,76,91,80,61
22,7th Semester,Engineering,Intermediate,Cybersecurity Analyst,"Python, Linux, Incident Response, Communication, Firewalls, Teamwork, Cryptography",Cybersecurity Analyst,High Demand,95,71,84,67,62
17,1st Semester,Business Studies,None,Robotics Engineer,"Roadmap Planning, Agile, Metrics & KPIs, Leadership, Product Vision, Cross-Functional Coordination",Product Manager,Trending,77,85,83,78,91
23,8th Semester,Design,Beginner,Animator,"Motion Graphics, Communication, Time Management, Texturing, 3D Modeling, Storyboarding, After Effects",Animator,Emerging,77,61,73,99,58
23,7th Semester,Engineering,Intermediate,Electrical Engineer,"Teamwork, Signal Processing, MATLAB, Circuit Design",Electrical Engineer,High Demand,93,65,86,68,54
17,10th,Psychology,Advanced,Lawyer,"Contract Drafting, Public Speaking, Argumentation",Lawyer,Stable,80,91,95,73,85
22,7th Semester,Engineering,None,Aerospace Engineer,"CAD Modeling, Avionics, Problem Solving, Structural Analysis",Aerospace Engineer,Emerging,84,80,98,72,66
22,3rd Semester,Computer Science,None,Professor,"Academic Lecturing, Mentorship, Public Speaking, Scientific Publication, Time Management, Pedagogy, Curriculum Development",Professor,Stable,73,92,93,75,84
25,Postgraduate,Mathematics,None,Robotics Engineer,"AutoCAD, Project Planning, Surveying, Construction Management, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,77,72,91,66,82
28,Postgraduate,Economics,Beginner,Business Analyst,"Stakeholder Management, Process Mapping, Data Analytics",Business Analyst,High Demand,78,82,91,72,86
27,Graduate,Mathematics,Beginner,Astrophysicist,"Python, Astronomical Observation, Critical Thinking, Quantum Mechanics, Calculus, Teamwork, Numerical Simulation, Data Modeling",Astrophysicist,Emerging,87,70,98,74,57
26,Graduate,Biology,Intermediate,Pharmacist,"Attention to Detail, Patient Counseling, Pharmacology, Quality Control",Pharmacist,Stable,86,71,81,55,70
27,7th Semester,Computer Science,Intermediate,DevOps Engineer,"Problem Solving, Monitoring, Cloud Security, Docker",DevOps Engineer,High Demand,95,70,83,56,71
17,12th,Physics,None,Mechanical Engineer,"Fluid Mechanics, Manufacturing, Thermodynamics, Adaptability, Material Science, Robotics, SolidWorks",Mechanical Engineer,Stable,88,72,86,69,57
19,7th Semester,Data Science,Expert,Data Scientist,"Statistics, Data Visualization, Analytical Thinking",Data Scientist,High Demand,99,78,93,67,63
24,7th Semester,Cybersecurity,Beginner,Cybersecurity Analyst,"Python, Penetration Testing, Firewalls, Ethical Hacking, Wireshark, Cryptography",Cybersecurity Analyst,High Demand,93,68,83,66,62
25,Postgraduate,Medical Science,None,Dentist,"Hygiene Standards, Time Management, Adaptability, Manual Dexterity, Oral Surgery, Patient Communication, Diagnostics, Empathy",Dentist,Stable,84,79,83,58,75
22,8th Semester,Animation,None,Graphic Designer,"Visual Identity, Communication, Layout Design, Typography, Creativity",Graphic Designer,Trending,68,72,67,98,58
23,8th Semester,Psychology,None,Psychologist,"Active Listening, Mental Health Assessment, Research Methods, Ethics, Cognitive Behavioral Therapy",Psychologist,High Demand,72,92,90,80,69
17,12th,Mathematics,None,Professor,"Academic Lecturing, Mentorship, Public Speaking, Scientific Publication, Problem Solving, Pedagogy, Curriculum Development",Professor,Stable,81,91,89,73,83
24,7th Semester,Design,None,Mobile App Developer,"Branding, Illustrator, Typography, Problem Solving, Color Theory",Graphic Designer,Trending,70,66,76,93,73
17,1st Semester,Computer Science,Intermediate,Full-Stack Developer,"Jenkins, Python, Linux Bash",DevOps Engineer,High Demand,92,64,82,63,62
22,3rd Semester,Chemistry,Beginner,Dentist,"Hygiene Standards, Communication, Manual Dexterity, Oral Surgery, Patient Communication, Teamwork, Diagnostics, Empathy",Dentist,Stable,92,75,81,80,70
17,1st Semester,Biology,Beginner,Biomedical Engineer,"Python, Materials Science, Critical Thinking, Medical Devices, Prosthetics, Teamwork",Biomedical Engineer,Trending,86,64,88,77,72
23,Graduate,Engineering,Intermediate,Aerospace Engineer,"Avionics, Aerodynamics, Problem Solving, Structural Analysis",Aerospace Engineer,Emerging,99,68,87,81,66
27,7th Semester,Data Science,Advanced,Data Scientist,"Creativity, Statistics, Data Visualization, Machine Learning",Data Scientist,High Demand,99,74,94,70,70
25,7th Semester,Physics,Advanced,Astrophysicist,"Cosmology, Python, Quantum Mechanics, Calculus, Numerical Simulation, Data Modeling",Astrophysicist,Emerging,99,68,95,75,56
26,Graduate,Physics,None,Civil Engineer,"Creativity, AutoCAD, Time Management, Site Inspection, Surveying, Construction Management, Geotechnical Engineering",Civil Engineer,Stable,77,66,88,68,79
19,4th Semester,Computer Science,Intermediate,Software Developer,"Debugging, Data Structures, Problem Solving",Software Developer,High Demand,91,67,82,75,69
24,Postgraduate,Education,Beginner,Journalist,"Storytelling, Critical Thinking, News Writing, Fact Checking, Investigative Reporting, Creativity",Journalist,Stable,69,92,78,81,70
23,7th Semester,Engineering,None,Civil Engineer,"Construction Management, Critical Thinking, AutoCAD, Project Planning, Surveying, Geotechnical Engineering, Problem Solving, Structural Analysis",Civil Engineer,Stable,77,74,90,65,74
